Unnamed: 0,MODE,sv,sw,gc_dist,r_dist,temp_cntl,export,hazmat,wgt_factor,sctg,naics,orig_state,orig_state_full,states_code_o,orig_ma,dest_state,dest_state_full,states_code_d,dest_ma,sctg_n
1371,1,14382,42676,598,702,0,1,0,69.1,37,331,39,Ohio,OH,198,36,New York,NY,99999,8
1372,3,5,1,825,956,0,0,0,334.9,37,336,4,Arizona,AZ,38060,48,Texas,TX,41700,8
1373,1,1251,25,1502,1696,0,0,0,77.6,37,332,35,New Mexico,NM,99999,37,North Carolina,NC,268,8
1374,1,1273,6,1059,1245,0,0,0,196.8,37,4238,12,Florida,FL,370,29,Missouri,MO,476,8
1375,1,1488,271,590,718,0,0,0,326.4,37,332,39,Ohio,OH,184,28,Mississippi,MS,99999,8
1376,2,1598,2,29,34,0,0,0,1150.1,37,336,53,Washington,WA,500,53,Washington,WA,500,8
1377,1,326,1,434,494,0,0,0,279.5,37,336,12,Florida,FL,45300,13,Georgia,GA,122,8
1378,1,19186,276,2373,2854,0,0,0,22.2,37,336,53,Washington,WA,440,42,Pennsylvania,PA,428,8
1379,2,31263,44814,402,483,0,0,0,271.4,37,332,39,Ohio,OH,99999,36,New York,NY,408,8
1380,2,10699,71,6,8,0,0,0,139.4,37,332,53,Washington,WA,500,53,Washington,WA,500,8
1381,1,5528,3168,844,1071,0,0,0,26.0,37,332,56,Wyoming,WY,99999,6,California,CA,348,8
1382,3,272,3,326,370,0,0,0,168.0,37,336,6,California,CA,348,6,California,CA,488,8
1383,3,1087,26,2573,3134,0,0,0,62.6,37,336,6,California,CA,488,12,Florida,FL,370,8
1384,3,4107,14,437,500,0,0,0,45.4,37,334,4,Arizona,AZ,536,6,California,CA,348,8
1385,2,2149,2,9,11,0,0,0,72.2,37,332,9,Connecticut,CT,25540,9,Connecticut,CT,25540,8
1386,3,41170,15,205,248,0,0,0,6.3,37,4238,9,Connecticut,CT,408,42,Pennsylvania,PA,99999,8
1387,3,2424,26,126,164,0,0,0,843.9,37,551114,28,Mississippi,MS,99999,28,Mississippi,MS,99999,8
1388,3,2733,2,1152,1179,0,0,0,98.0,37,334,48,Texas,TX,238,1,Alabama,AL,99999,8
1389,1,21595,2613,1582,1895,0,0,0,196.1,37,336,27,Minnesota,MN,99999,12,Florida,FL,370,8
1390,3,343,2,2131,2429,0,0,0,193.8,37,332,12,Florida,FL,300,6,California,CA,348,8
1391,3,6426,14,20,27,0,0,0,284.2,37,4238,6,California,CA,348,6,California,CA,348,8
1392,3,277,2,2136,2476,0,0,0,2295.6,37,336,13,Georgia,GA,496,6,California,CA,348,8
1393,3,716,1,2162,2521,0,0,0,1050.7,37,332,6,California,CA,348,13,Georgia,GA,496,8
1394,2,6248,14,31,36,0,0,0,17.9,37,332,24,Maryland,MD,12580,24,Maryland,MD,12580,8
1395,1,3794,14,666,763,0,0,0,160.0,37,336,17,Illinois,IL,176,34,New Jersey,NJ,428,8
1396,4,11114,62,448,2162,0,1,0,70.8,37,332,4,Arizona,AZ,536,6,California,CA,348,8
1397,3,16,1,13,20,0,0,0,13642.1,37,4237,20,Kansas,KS,556,20,Kansas,KS,556,8
1398,3,62189,45,438,499,0,0,0,24.4,37,336,12,Florida,FL,45300,13,Georgia,GA,122,8
1399,1,389,42,869,1020,0,0,0,20.8,37,331,17,Illinois,IL,476,12,Florida,FL,45300,8
1400,3,14760,130,8,1412,0,1,0,84.6,37,336,4,Arizona,AZ,38060,4,Arizona,AZ,38060,8
1401,3,103,4,98,126,0,0,0,4178.4,37,4238,13,Georgia,GA,122,13,Georgia,GA,99999,8
1402,1,967,228,799,1007,0,1,0,24.0,37,336,17,Illinois,IL,476,38,North Dakota,ND,99999,8
1403,4,427,61,206,353,0,1,0,70.1,37,4238,24,Maryland,MD,47900,36,New York,NY,408,8
1404,4,2619,3,1754,1807,0,0,0,96.5,37,336,39,Ohio,OH,184,4,Arizona,AZ,38060,8
1405,4,88244,40,1935,2401,0,1,0,88.9,37,336,13,Georgia,GA,99999,6,California,CA,348,8
1406,4,9419506,10361,3,3,0,0,0,7.5,37,336,9,Connecticut,CT,408,9,Connecticut,CT,408,8
1407,4,8218,9,1511,1556,0,0,0,74.2,37,4238,48,Texas,TX,12420,36,New York,NY,408,8
1408,3,26912,90,569,1062,0,1,0,36.3,37,336,21,Kentucky,KY,178,34,New Jersey,NJ,408,8
1409,3,10289,51,10,343,0,1,0,197.8,37,4238,17,Illinois,IL,176,17,Illinois,IL,176,8
1410,3,2982,4,70,77,0,0,0,50.1,37,336,25,Massachusetts,MA,99999,9,Connecticut,CT,408,8
1411,1,4576,67,757,889,0,0,0,89.7,37,332,21,Kentucky,KY,178,25,Massachusetts,MA,148,8
1412,3,20571,8,1082,1601,0,1,0,147.2,37,4541,29,Missouri,MO,312,34,New Jersey,NJ,408,8
1413,3,2718,11,2077,2392,0,0,0,244.1,37,336,6,California,CA,348,39,Ohio,OH,184,8
1414,3,12425,6,75,144,0,0,0,188.8,37,336,36,New York,NY,408,9,Connecticut,CT,25540,8
1415,4,2146,10,2118,2150,0,0,0,17.1,37,332,6,California,CA,348,13,Georgia,GA,496,8
1416,1,1784,5,836,995,0,0,0,153.3,37,339,9,Connecticut,CT,408,13,Georgia,GA,122,8
1417,1,9625,191,1061,1306,0,0,0,59.7,37,331,27,Minnesota,MN,378,9,Connecticut,CT,25540,8
1418,3,4985,3,119,539,0,1,0,880.3,37,4238,26,Michigan,MI,266,17,Illinois,IL,176,8
1419,3,1230,1,452,522,0,0,0,260.1,37,336,31,Nebraska,NE,99999,17,Illinois,IL,99999,8
1420,3,2,1,725,797,0,0,0,3705.0,37,4931,48,Texas,TX,206,13,Georgia,GA,122,8
1421,3,350,2,997,1379,0,0,0,251.0,37,336,30,Montana,MT,99999,6,California,CA,348,8
1422,1,218,1,1555,1807,0,0,0,114.3,37,336,29,Missouri,MO,476,6,California,CA,348,8
1423,3,27296,33,1505,1698,0,0,0,78.6,37,334,8,Colorado,CO,216,24,Maryland,MD,47900,8
1424,3,57066,4,34,39,0,0,0,1582.5,37,334,48,Texas,TX,206,48,Texas,TX,206,8
1425,3,3325,30,1068,1327,0,0,0,60.4,37,336,48,Texas,TX,12420,55,Wisconsin,WI,99999,8
1426,1,2411,7,600,780,0,0,0,131.3,37,4238,12,Florida,FL,99999,29,Missouri,MO,476,8
1427,4,1709,1,4,1052,0,1,0,3837.7,37,4931,48,Texas,TX,206,48,Texas,TX,206,8
1428,1,26187,35615,192,289,0,0,0,40.5,37,336,54,West Virginia,WV,99999,47,Tennessee,TN,314,8
1429,3,2139,11,1218,1690,0,1,0,54.9,37,336,8,Colorado,CO,216,13,Georgia,GA,122,8
1430,3,25,2,1443,1727,0,0,0,779.1,37,335,47,Tennessee,TN,400,4,Arizona,AZ,38060,8
1431,3,663,1,382,1383,0,1,0,719.2,37,4238,6,California,CA,348,6,California,CA,488,8
1432,1,3241,5,666,763,0,0,0,157.6,37,336,17,Illinois,IL,176,34,New Jersey,NJ,428,8
1433,4,8893,5,2531,2554,0,0,0,203.0,37,4238,9,Connecticut,CT,25540,6,California,CA,348,8
1434,3,220,9,40,47,0,0,0,136.0,37,335,53,Washington,WA,500,53,Washington,WA,500,8
1435,2,5114,86,6,9,0,0,0,51.0,37,332,42,Pennsylvania,PA,428,42,Pennsylvania,PA,428,8
1436,1,126273,111614,808,866,0,0,0,23.5,37,336,17,Illinois,IL,476,8,Colorado,CO,216,8
1437,3,6099,93,465,520,0,0,0,146.9,37,332,4,Arizona,AZ,536,6,California,CA,348,8
1438,3,30501,14,2266,2974,0,1,0,127.9,37,334,36,New York,NY,99999,53,Washington,WA,500,8
1439,3,2300,1,1721,2057,0,0,0,127.6,37,332,12,Florida,FL,45300,4,Arizona,AZ,536,8
1440,4,2217,2,957,2393,0,1,0,86.1,37,4238,12,Florida,FL,370,48,Texas,TX,288,8
1441,3,4032,4,568,761,0,0,0,126.1,37,332,12,Florida,FL,45300,37,North Carolina,NC,99999,8
1442,1,5708,11,56,67,0,0,0,202.4,37,332,53,Washington,WA,500,53,Washington,WA,500,8
1443,4,36128,39,1060,1103,0,0,0,346.7,37,334,20,Kansas,KS,312,42,Pennsylvania,PA,428,8
1444,1,79561,240,491,564,0,0,0,47.6,37,336,36,New York,NY,464,21,Kentucky,KY,178,8
1445,2,94,5,77,93,0,0,0,169.6,37,4238,9,Connecticut,CT,99999,25,Massachusetts,MA,148,8
1446,3,1794,11,63,530,0,1,0,358.1,37,336,17,Illinois,IL,99999,17,Illinois,IL,176,8
1447,2,1589,1,13,22,0,0,0,417.9,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
1448,3,2599,2,2561,3231,0,0,0,336.1,37,334,12,Florida,FL,99999,53,Washington,WA,500,8
1449,2,3846,2367,75,102,0,0,0,31.0,37,4238,42,Pennsylvania,PA,99999,36,New York,NY,160,8
1450,1,179,2,572,765,0,0,0,149.5,37,4541,29,Missouri,MO,312,1,Alabama,AL,142,8
1451,4,7199,3,13,151,0,1,0,1461.5,37,4238,53,Washington,WA,500,53,Washington,WA,500,8
1452,3,904,6,1937,2109,0,1,0,829.4,37,4238,6,California,CA,348,39,Ohio,OH,99999,8
1453,4,105957,361,2490,2565,0,0,0,17.1,37,332,6,California,CA,348,9,Connecticut,CT,408,8
1454,1,46,2,382,499,0,0,0,174.8,37,336,47,Tennessee,TN,368,22,Louisiana,LA,29340,8
1455,4,7634,31,957,2196,0,1,0,130.6,37,4238,12,Florida,FL,370,48,Texas,TX,288,8
1456,2,1299,3,26,29,0,0,0,35.2,37,332,24,Maryland,MD,12580,24,Maryland,MD,12580,8
1457,3,26901,59,660,812,0,0,0,106.5,37,336,36,New York,NY,408,45,South Carolina,SC,273,8
1458,1,15868,23170,157,226,0,0,0,40.6,37,336,54,West Virginia,WV,99999,51,Virginia,VA,99999,8
1459,3,724,4,49,177,0,1,0,6.4,37,4238,9,Connecticut,CT,408,36,New York,NY,408,8
1460,3,3039,10,1102,1360,0,0,0,73.8,37,4238,48,Texas,TX,12420,12,Florida,FL,370,8
1461,3,92,1,401,463,0,0,0,77.9,37,331,6,California,CA,472,6,California,CA,348,8
1462,4,50779,23,956,980,0,0,0,79.1,37,334,6,California,CA,348,53,Washington,WA,500,8
1463,3,369,6,437,561,0,0,0,8105.2,37,4238,17,Illinois,IL,99999,20,Kansas,KS,556,8
1464,4,106,32,2409,2551,0,0,0,77.0,37,336,45,South Carolina,SC,16700,53,Washington,WA,500,8
1465,3,9308,130,698,803,0,0,0,141.9,37,332,18,Indiana,IN,176,36,New York,NY,408,8
1466,3,32643,9,599,1327,0,1,0,258.4,37,4238,26,Michigan,MI,266,47,Tennessee,TN,368,8
1467,4,376,1,31,308,0,1,0,1824.5,37,4238,6,California,CA,348,6,California,CA,348,8
1468,3,4095,111,643,792,0,0,0,97.1,37,332,25,Massachusetts,MA,99999,39,Ohio,OH,178,8
1469,3,11150,52,1195,1483,0,0,0,963.6,37,332,6,California,CA,348,20,Kansas,KS,556,8
1470,3,17413,89,137,161,0,0,0,65.3,37,332,36,New York,NY,408,34,New Jersey,NJ,428,8
1471,3,1264,2,2460,2550,0,0,0,646.1,37,4238,12,Florida,FL,99999,6,California,CA,488,8
1472,3,26897,64,695,2356,0,1,0,349.7,37,334,12,Florida,FL,99999,47,Tennessee,TN,368,8
1473,1,3706,75,161,194,0,0,0,79.0,37,551114,42,Pennsylvania,PA,430,42,Pennsylvania,PA,99999,8
1474,3,5401,4,201,323,0,0,0,172.3,37,332,36,New York,NY,160,42,Pennsylvania,PA,99999,8
1475,3,6319,42,1558,1821,0,0,0,25.1,37,313,48,Texas,TX,41700,34,New Jersey,NJ,408,8
1476,1,143978,9149,562,652,0,0,0,20.2,37,336,20,Kansas,KS,99999,21,Kentucky,KY,350,8
1477,3,425,2,622,759,0,0,0,184.5,37,4236,27,Minnesota,MN,378,39,Ohio,OH,184,8
1478,2,176,1,69,115,0,0,0,967.5,37,332,53,Washington,WA,500,53,Washington,WA,500,8
1479,4,671,2,974,1012,0,0,0,1336.2,37,332,6,California,CA,348,53,Washington,WA,500,8
1480,3,1682,1,267,304,0,0,0,34.1,37,336,4,Arizona,AZ,536,6,California,CA,99999,8
1481,3,1510,1,2459,2858,0,1,0,1009.4,37,4238,6,California,CA,348,36,New York,NY,408,8
1482,3,18653,2,58,96,0,0,0,16.8,37,332,6,California,CA,348,6,California,CA,348,8
1483,2,1789,2,5,6,0,0,0,324.8,37,332,9,Connecticut,CT,25540,9,Connecticut,CT,25540,8
1484,1,1628,84,1345,1639,0,0,0,44.3,37,332,20,Kansas,KS,312,6,California,CA,348,8
1485,1,12938,2025,489,609,0,0,0,40.3,37,336,54,West Virginia,WV,99999,36,New York,NY,408,8
1486,1,17003,12,278,353,0,1,0,167.2,37,334,17,Illinois,IL,176,26,Michigan,MI,220,8
1487,3,3070,32,362,543,0,0,0,97.9,37,336,51,Virginia,VA,47900,39,Ohio,OH,178,8
1488,2,984,6,51,62,0,0,0,167.0,37,336,5,Arkansas,AR,99999,5,Arkansas,AR,99999,8
1489,3,2925,9,2320,2754,0,0,0,145.8,37,332,12,Florida,FL,300,6,California,CA,488,8
1490,3,19,1,530,651,0,0,0,94.4,37,336,45,South Carolina,SC,273,42,Pennsylvania,PA,428,8
1491,1,634,321,316,368,0,0,0,571.3,37,333,51,Virginia,VA,99999,42,Pennsylvania,PA,428,8
1492,1,11766,393,938,1324,0,0,0,145.0,37,326,6,California,CA,348,53,Washington,WA,99999,8
1493,3,273,2,50,77,0,0,0,423.9,37,335,6,California,CA,348,6,California,CA,348,8
1494,2,725,109,7,12,0,0,0,916.7,37,332,9,Connecticut,CT,408,9,Connecticut,CT,408,8
1495,1,12393,13,11,13,0,0,0,793.1,37,336,6,California,CA,348,6,California,CA,348,8
1496,2,759,62,13,17,0,0,0,6666.5,37,332,6,California,CA,348,6,California,CA,348,8
1497,3,77,1,99,117,0,0,0,1101.8,37,4239,12,Florida,FL,99999,12,Florida,FL,422,8
1498,1,55732,776,1944,2269,0,0,0,15.8,37,4238,18,Indiana,IN,258,6,California,CA,488,8
1499,3,2241,3,1063,1251,0,0,0,337.5,37,334,12,Florida,FL,45300,9,Connecticut,CT,408,8
1500,4,16919,564,709,1211,0,1,0,192.3,37,4238,17,Illinois,IL,176,34,New Jersey,NJ,408,8
1501,4,41982,195,2490,2565,0,0,0,17.4,37,332,6,California,CA,348,9,Connecticut,CT,408,8
1502,3,10474,9,475,592,0,0,0,72.1,37,333,26,Michigan,MI,220,34,New Jersey,NJ,408,8
1503,3,308,1,390,476,0,0,0,214.6,37,332,24,Maryland,MD,47900,33,New Hampshire,NH,148,8
1504,4,276537,519,233,1469,0,1,0,229.9,37,336,48,Texas,TX,206,48,Texas,TX,288,8
1505,3,1129,27,253,332,0,0,0,1423.7,37,4238,48,Texas,TX,206,48,Texas,TX,288,8
1506,5,125424,70469,5,5,0,0,0,42.2,37,336,48,Texas,TX,288,48,Texas,TX,288,8
1507,1,2410,191,130,187,0,0,0,460.1,37,336,40,Oklahoma,OK,538,20,Kansas,KS,556,8
1508,3,177,24,1027,1284,0,0,0,7.7,37,336,31,Nebraska,NE,420,37,North Carolina,NC,99999,8
1509,1,233000,203,1107,1312,0,0,0,217.7,37,336,53,Washington,WA,500,6,California,CA,41740,8
1510,1,3975,116,276,327,0,0,0,1484.2,37,4239,48,Texas,TX,288,22,Louisiana,LA,99999,8
1511,3,10911,10,3,3,0,0,0,18.8,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
1512,3,2468,1,1154,1353,0,0,0,1131.3,37,332,48,Texas,TX,206,42,Pennsylvania,PA,99999,8
1513,3,3168,14,2285,2608,0,0,0,5786.6,37,336,6,California,CA,348,42,Pennsylvania,PA,99999,8
1514,3,2030,1,97,134,0,0,0,37.2,37,336,34,New Jersey,NJ,408,9,Connecticut,CT,408,8
1515,3,18765,16,752,827,0,0,0,252.4,37,336,13,Georgia,GA,122,48,Texas,TX,206,8
1516,5,3404271,2214580,768,1139,0,0,0,9.8,37,336,5,Arkansas,AR,99999,27,Minnesota,MN,99999,8
1517,3,1797,4,361,476,0,0,0,259.5,37,332,33,New Hampshire,NH,148,42,Pennsylvania,PA,99999,8
1518,3,252,3,2586,2949,0,0,0,561.0,37,4236,6,California,CA,488,36,New York,NY,408,8
1519,3,32599,13,136,172,0,0,0,105.5,37,334,17,Illinois,IL,99999,19,Iowa,IA,99999,8
1520,3,1142,10,54,64,0,0,0,483.3,37,332,6,California,CA,348,6,California,CA,99999,8
1521,3,1028,2,2152,2497,0,0,0,398.7,37,332,4,Arizona,AZ,38060,36,New York,NY,408,8
1522,3,2306,4,2390,2979,0,0,0,228.7,37,339,37,North Carolina,NC,99999,53,Washington,WA,500,8
1523,3,226,4,1989,2285,0,0,0,79.0,37,336,4,Arizona,AZ,38060,42,Pennsylvania,PA,99999,8
1524,1,1785,263,278,479,0,0,0,202.5,37,331,36,New York,NY,160,24,Maryland,MD,12580,8
1525,1,2230,5,434,494,0,0,0,135.9,37,336,12,Florida,FL,45300,13,Georgia,GA,122,8
1526,4,39,31,635,660,0,0,0,5905.1,37,4237,12,Florida,FL,370,45,South Carolina,SC,273,8
1527,3,138,1,60,86,0,0,0,1802.5,37,332,36,New York,NY,408,9,Connecticut,CT,408,8
1528,3,135,4,271,331,0,0,0,523.3,37,336,12,Florida,FL,300,1,Alabama,AL,99999,8
1529,1,1667,23,33,42,0,0,0,25.5,37,325,9,Connecticut,CT,25540,9,Connecticut,CT,408,8
1530,3,5417,108,6,6,0,0,0,379.0,37,336,6,California,CA,41740,6,California,CA,41740,8
1531,1,8508,21852,681,849,0,0,0,13.5,37,332,20,Kansas,KS,556,38,North Dakota,ND,99999,8
1532,4,27,1,2413,2469,0,0,0,108.3,37,336,24,Maryland,MD,47900,6,California,CA,488,8
1533,4,226,1,1667,1687,0,0,0,723.6,37,4238,53,Washington,WA,500,48,Texas,TX,206,8
1534,3,108,1,90,100,0,0,0,76.1,37,4238,48,Texas,TX,12420,48,Texas,TX,41700,8
1535,2,4859,52,13,17,0,0,0,352.3,37,332,9,Connecticut,CT,408,9,Connecticut,CT,25540,8
1536,4,17803,9,133,1812,0,1,0,56.9,37,336,6,California,CA,99999,6,California,CA,348,8
1537,3,2366,6,228,258,0,0,0,110.3,37,4238,37,North Carolina,NC,172,13,Georgia,GA,122,8
1538,1,16807,17,1441,1651,0,0,0,40.0,37,336,9,Connecticut,CT,408,48,Texas,TX,206,8
1539,3,302,3,629,757,0,0,0,252.9,37,332,6,California,CA,41740,49,Utah,UT,482,8
1540,3,164,1,460,545,0,0,0,2733.7,37,4238,48,Texas,TX,206,22,Louisiana,LA,406,8
1541,1,1198,1732,78,93,0,0,0,16.6,37,4239,27,Minnesota,MN,99999,27,Minnesota,MN,378,8
1542,5,119678,26455,1065,1493,0,0,0,195.7,37,336,22,Louisiana,LA,99999,55,Wisconsin,WI,99999,8
1543,3,30654,74,365,388,0,0,0,103.5,37,4238,6,California,CA,348,4,Arizona,AZ,38060,8
1544,4,43,12,2336,2373,0,1,0,6022.7,37,4237,12,Florida,FL,370,6,California,CA,348,8
1545,1,658,247,1277,1474,0,0,0,841.2,37,336,36,New York,NY,99999,31,Nebraska,NE,99999,8
1546,3,11121,24,1230,1437,0,0,0,38.4,37,334,6,California,CA,348,48,Texas,TX,206,8
1547,1,20,5,8,8,0,0,0,154.7,37,314,17,Illinois,IL,476,17,Illinois,IL,476,8
1548,3,109,6,931,1248,0,0,0,879.5,37,332,48,Texas,TX,99999,38,North Dakota,ND,99999,8
1549,3,8856,2,1730,1924,0,0,0,84.4,37,336,42,Pennsylvania,PA,428,35,New Mexico,NM,99999,8
1550,3,62244,24,338,381,0,0,0,91.4,37,333,37,North Carolina,NC,268,13,Georgia,GA,122,8
1551,1,2241,3810,717,947,0,0,0,69.5,37,332,20,Kansas,KS,312,56,Wyoming,WY,99999,8
1552,3,730,83,382,454,0,1,0,1093.7,37,336,42,Pennsylvania,PA,99999,36,New York,NY,99999,8
1553,4,521277800,91990,7,7,0,0,0,3.5,37,336,48,Texas,TX,206,48,Texas,TX,206,8
1554,1,558,5,869,988,0,0,0,1502.4,37,335,20,Kansas,KS,556,39,Ohio,OH,184,8
1555,1,23941,2,1041,1239,0,0,0,170.5,37,334,17,Illinois,IL,176,12,Florida,FL,99999,8
1556,1,72577,826,439,590,0,1,0,10.6,37,332,25,Massachusetts,MA,148,51,Virginia,VA,545,8
1557,1,2555,5584,830,1037,0,1,0,47.5,37,331,20,Kansas,KS,312,48,Texas,TX,238,8
1558,1,32604,44968,331,348,0,0,0,85.1,37,336,31,Nebraska,NE,99999,31,Nebraska,NE,99999,8
1559,1,934,398,365,394,0,0,0,101.8,37,4238,6,California,CA,348,4,Arizona,AZ,38060,8
1560,3,37,1,1151,1309,0,0,0,944.2,37,4238,6,California,CA,348,40,Oklahoma,OK,416,8
1561,1,2592,206,61,73,0,0,0,246.0,37,332,44,Rhode Island,RI,148,9,Connecticut,CT,25540,8
1562,4,1652,2,191,252,0,0,0,527.2,37,334,50,Vermont,VT,99999,9,Connecticut,CT,408,8
1563,3,1723,17,1888,2189,0,0,0,136.5,37,332,6,California,CA,348,39,Ohio,OH,178,8
1564,3,7984,9,1103,1493,0,0,0,716.9,37,4238,53,Washington,WA,500,4,Arizona,AZ,38060,8
1565,1,361,68,190,211,0,0,0,283.1,37,4238,54,West Virginia,WV,99999,21,Kentucky,KY,350,8
1566,3,2568,35,303,414,0,0,0,207.5,37,336,26,Michigan,MI,266,21,Kentucky,KY,178,8
1567,3,1624,19,279,330,0,0,0,170.8,37,336,5,Arkansas,AR,99999,48,Texas,TX,206,8
1568,2,21601,19445,32,38,0,0,0,31.4,37,4238,42,Pennsylvania,PA,99999,36,New York,NY,99999,8
1569,3,29,24,1524,1787,0,0,0,300.3,37,336,17,Illinois,IL,476,6,California,CA,348,8
1570,1,1008,138,97,120,0,0,0,156.6,37,336,42,Pennsylvania,PA,99999,42,Pennsylvania,PA,428,8
1571,3,826,1,2161,2527,0,0,0,466.4,37,332,6,California,CA,348,12,Florida,FL,99999,8
1572,3,1696,1,49,177,0,1,0,6.3,37,4238,9,Connecticut,CT,408,36,New York,NY,408,8
1573,4,25490,595,1813,2339,0,1,0,163.4,37,327,1,Alabama,AL,99999,6,California,CA,348,8
1574,3,3335,15,46,1747,0,1,0,1172.4,37,4238,6,California,CA,348,6,California,CA,348,8
1575,3,46055,50,1869,2237,0,0,0,503.4,37,334,18,Indiana,IN,258,53,Washington,WA,500,8
1576,3,19190,21,1271,1491,0,0,0,210.8,37,331,6,California,CA,348,48,Texas,TX,206,8
1577,3,2347,5,22,29,0,0,0,91.4,37,339,10,Delaware,DE,428,34,New Jersey,NJ,428,8
1578,1,7976,1312,614,746,0,0,0,30.5,37,336,5,Arkansas,AR,99999,17,Illinois,IL,176,8
1579,3,141,1,2439,3129,0,1,0,192.5,37,4238,9,Connecticut,CT,25540,53,Washington,WA,500,8
1580,1,6954,43252,3,3,0,0,0,88.8,37,336,31,Nebraska,NE,99999,31,Nebraska,NE,99999,8
1581,1,21769,209,1127,1330,0,0,0,179.7,37,332,12,Florida,FL,99999,25,Massachusetts,MA,148,8
1582,3,3777,5,86,120,0,0,0,16.5,37,332,9,Connecticut,CT,99999,36,New York,NY,408,8
1583,3,3922,12,1409,1912,0,0,0,925.9,37,4238,6,California,CA,348,38,North Dakota,ND,99999,8
1584,1,175,29,679,861,0,0,0,773.3,37,332,39,Ohio,OH,184,27,Minnesota,MN,99999,8
1585,1,14283,43456,1412,1639,0,0,0,63.4,37,332,42,Pennsylvania,PA,430,48,Texas,TX,99999,8
1586,3,920,9,181,222,0,0,0,264.6,37,332,26,Michigan,MI,220,39,Ohio,OH,198,8
1587,4,1231,2,2194,2386,0,0,0,112.2,37,336,45,South Carolina,SC,16700,6,California,CA,348,8
1588,3,24459,17,303,414,0,0,0,215.6,37,336,26,Michigan,MI,266,21,Kentucky,KY,178,8
1589,3,104,3,271,331,0,0,0,506.7,37,336,12,Florida,FL,300,1,Alabama,AL,99999,8
1590,2,255928,2832,16,20,0,0,0,221.9,37,332,6,California,CA,348,6,California,CA,348,8
1591,3,259,3,358,2039,0,1,0,712.2,37,336,4,Arizona,AZ,38060,6,California,CA,348,8
1592,3,22437,1,9,779,0,1,0,155.7,37,334,17,Illinois,IL,176,17,Illinois,IL,176,8
1593,3,291,17,357,431,0,0,0,4102.6,37,4238,13,Georgia,GA,122,12,Florida,FL,422,8
1594,1,2372,792,615,731,0,0,0,833.7,37,336,36,New York,NY,99999,17,Illinois,IL,176,8
1595,3,341,7,1066,1256,0,0,0,1103.6,37,4239,12,Florida,FL,99999,17,Illinois,IL,176,8
1596,1,80,22,1057,1277,0,0,0,5324.2,37,336,12,Florida,FL,370,48,Texas,TX,206,8
1597,1,47670,3184,891,1356,0,1,0,727.0,37,333,42,Pennsylvania,PA,428,27,Minnesota,MN,99999,8
1598,1,771,156,758,1195,0,0,0,150.1,37,339,16,Idaho,ID,99999,4,Arizona,AZ,99999,8
1599,3,104361,32,222,290,0,1,0,73.7,37,332,9,Connecticut,CT,25540,36,New York,NY,99999,8
1600,3,351,2,2058,2400,0,0,0,24.6,37,326,10,Delaware,DE,428,4,Arizona,AZ,38060,8
1601,3,7094,16,1240,1527,0,0,0,25.0,37,313,48,Texas,TX,41700,26,Michigan,MI,220,8
1602,3,5824,35,944,1099,0,0,0,231.1,37,331,39,Ohio,OH,184,12,Florida,FL,99999,8
1603,1,131814,225,2127,2420,0,0,0,767.2,37,336,6,California,CA,41740,12,Florida,FL,422,8
1604,3,6458,16,502,1220,0,1,0,1017.5,37,336,17,Illinois,IL,99999,47,Tennessee,TN,368,8
1605,3,2434,4,2459,2858,0,1,0,1010.4,37,4238,6,California,CA,348,36,New York,NY,408,8
1606,3,1651,2,35,46,0,0,0,253.3,37,332,24,Maryland,MD,47900,24,Maryland,MD,12580,8
1607,3,1264,1,1194,1412,0,0,0,1183.1,37,4236,12,Florida,FL,370,36,New York,NY,99999,8
1608,3,1948,83,475,524,0,0,0,6.6,37,336,31,Nebraska,NE,420,8,Colorado,CO,216,8
1609,3,453,45,1240,1492,0,0,0,511.1,37,332,12,Florida,FL,370,29,Missouri,MO,312,8
1610,3,11147,3,1531,2008,0,0,0,339.3,37,334,27,Minnesota,MN,378,6,California,CA,488,8
1611,3,3131,23,238,285,0,0,0,499.0,37,325,29,Missouri,MO,99999,40,Oklahoma,OK,416,8
1612,3,1223,6,1401,1597,0,0,0,2656.4,37,4238,48,Texas,TX,206,36,New York,NY,408,8
1613,1,25223,1663,723,833,0,0,0,15.9,37,336,36,New York,NY,104,17,Illinois,IL,176,8
1614,3,5118,29,164,191,0,0,0,289.1,37,336,42,Pennsylvania,PA,428,9,Connecticut,CT,408,8
1615,3,3749,9,23,166,0,1,0,81.0,37,336,6,California,CA,348,6,California,CA,348,8
1616,3,3761,5,45,56,0,1,0,89.7,37,4238,12,Florida,FL,370,12,Florida,FL,370,8
1617,1,4568,34,326,428,0,0,0,109.7,37,336,42,Pennsylvania,PA,430,36,New York,NY,408,8
1618,4,13701,14,940,1500,0,1,0,32.4,37,4931,12,Florida,FL,422,34,New Jersey,NJ,408,8
1619,4,652,7,146,315,0,1,0,767.2,37,339,44,Rhode Island,RI,148,36,New York,NY,408,8
1620,4,8255,7,956,981,0,0,0,106.9,37,336,24,Maryland,MD,47900,12,Florida,FL,370,8
1621,3,173,1,608,741,0,1,0,2504.3,37,4238,49,Utah,UT,482,30,Montana,MT,99999,8
1622,2,1269,11,6,9,0,0,0,419.1,37,332,53,Washington,WA,500,53,Washington,WA,500,8
